ISBN,Book-Title,Book-Author,Year-Of-Publication,Publisher,Image-URL-S,Image-URL-M,Image-URL-L,content
0345339681,The Hobbit : The Enchanting Prelude to The Lord of the Rings,J.R.R. TOLKIEN,1986.0,Del Rey,http://images.amazon.com/images/P/0345339681.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345339681.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345339681.01.LZZZZZZZ.jpg,The Hobbit : The Enchanting Prelude to The Lord of the Rings J.R.R. TOLKIEN Del Rey
044048474X,Tales of a Fourth Grade Nothing,JUDY BLUME,1976.0,Yearling,http://images.amazon.com/images/P/044048474X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044048474X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044048474X.01.LZZZZZZZ.jpg,Tales of a Fourth Grade Nothing JUDY BLUME Yearling
055357230X,The Clinic (Alex Delaware Novels (Paperback)),Jonathan Kellerman,1999.0,Bantam Books,http://images.amazon.com/images/P/055357230X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/055357230X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/055357230X.01.LZZZZZZZ.jpg,The Clinic (Alex Delaware Novels (Paperback)) Jonathan Kellerman Bantam Books
0671004107,Contact,Carl Sagan,1997.0,Pocket,http://images.amazon.com/images/P/0671004107.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671004107.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671004107.01.LZZZZZZZ.jpg,Contact Carl Sagan Pocket
0671683993,The Temple of My Familiar,Alice Walker,1990.0,Pocket,http://images.amazon.com/images/P/0671683993.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671683993.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671683993.01.LZZZZZZZ.jpg,The Temple of My Familiar Alice Walker Pocket
0439064872,Harry Potter and the Chamber of Secrets (Book 2),J. K. Rowling,2000.0,Scholastic,http://images.amazon.com/images/P/0439064872.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439064872.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439064872.01.LZZZZZZZ.jpg,Harry Potter and the Chamber of Secrets (Book 2) J. K. Rowling Scholastic
0679751602,Mama Makes Up Her Mind: And Other Dangers of Southern Living,Bailey White,1994.0,Vintage Books USA,http://images.amazon.com/images/P/0679751602.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0679751602.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0679751602.01.LZZZZZZZ.jpg,Mama Makes Up Her Mind: And Other Dangers of Southern Living Bailey White Vintage Books USA
0515102652,The Cat Who Talked to Ghosts,Lilian Jackson Braun,1996.0,Jove Books,http://images.amazon.com/images/P/0515102652.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515102652.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515102652.01.LZZZZZZZ.jpg,The Cat Who Talked to Ghosts Lilian Jackson Braun Jove Books
0061097314,The Bean Trees,Barbara Kingsolver,1998.0,HarperTorch,http://images.amazon.com/images/P/0061097314.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061097314.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061097314.01.LZZZZZZZ.jpg,The Bean Trees Barbara Kingsolver HarperTorch
0140119906,Love in the Time of Cholera (Penguin Great Books of the 20th Century),Gabriel Garcia Marquez,1994.0,Penguin Books,http://images.amazon.com/images/P/0140119906.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0140119906.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0140119906.01.LZZZZZZZ.jpg,Love in the Time of Cholera (Penguin Great Books of the 20th Century) Gabriel Garcia Marquez Penguin Books
0553579606,Ashes to Ashes,TAMI HOAG,2000.0,Bantam,http://images.amazon.com/images/P/0553579606.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553579606.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553579606.01.LZZZZZZZ.jpg,Ashes to Ashes TAMI HOAG Bantam
0684810387,MOONLIGHT BECOMES YOU,Mary Higgins Clark,1996.0,Simon &amp; Schuster,http://images.amazon.com/images/P/0684810387.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684810387.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684810387.01.LZZZZZZZ.jpg,MOONLIGHT BECOMES YOU Mary Higgins Clark Simon &amp; Schuster
0440183057,Stillwatch,MARY HIGGINS CLARK,1986.0,Dell,http://images.amazon.com/images/P/0440183057.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440183057.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440183057.01.LZZZZZZZ.jpg,Stillwatch MARY HIGGINS CLARK Dell
0425118703,Midnight,Dean R. Koontz,1995.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425118703.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425118703.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425118703.01.LZZZZZZZ.jpg,Midnight Dean R. Koontz Berkley Publishing Group
0061000043,A Thief of Time (Joe Leaphorn/Jim Chee Novels),Tony Hillerman,1990.0,HarperTorch,http://images.amazon.com/images/P/0061000043.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0061000043.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0061000043.01.LZZZZZZZ.jpg,A Thief of Time (Joe Leaphorn/Jim Chee Novels) Tony Hillerman HarperTorch
0553289411,The Plains of Passage (Earth's Children (Paperback)),JEAN M. AUEL,1991.0,Bantam,http://images.amazon.com/images/P/0553289411.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553289411.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553289411.01.LZZZZZZZ.jpg,The Plains of Passage (Earth's Children (Paperback)) JEAN M. AUEL Bantam
044661064X,The First Counsel,Brad Meltzer,2001.0,Warner Vision,http://images.amazon.com/images/P/044661064X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044661064X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044661064X.01.LZZZZZZZ.jpg,The First Counsel Brad Meltzer Warner Vision
1551666839,Dead Run,Erica Spindler,2003.0,Mira,http://images.amazon.com/images/P/1551666839.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/1551666839.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/1551666839.01.LZZZZZZZ.jpg,Dead Run Erica Spindler Mira
0345447840,The Surgeon,TESS GERRITSEN,2002.0,Ballantine Books,http://images.amazon.com/images/P/0345447840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345447840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345447840.01.LZZZZZZZ.jpg,The Surgeon TESS GERRITSEN Ballantine Books
0446359866,Presumed Innocent,Scott Turow,1989.0,Warner Books,http://images.amazon.com/images/P/0446359866.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446359866.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446359866.01.LZZZZZZZ.jpg,Presumed Innocent Scott Turow Warner Books
0446612790,2nd Chance,James Patterson,2003.0,Warner Vision,http://images.amazon.com/images/P/0446612790.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446612790.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446612790.01.LZZZZZZZ.jpg,2nd Chance James Patterson Warner Vision
002542730X,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times,James Finn Garner,1994.0,John Wiley &amp; Sons Inc,http://images.amazon.com/images/P/002542730X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/002542730X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/002542730X.01.LZZZZZZZ.jpg,Politically Correct Bedtime Stories: Modern Tales for Our Life and Times James Finn Garner John Wiley &amp; Sons Inc
0451203895,4 Blondes,Candace Bushnell,2002.0,Signet Book,http://images.amazon.com/images/P/0451203895.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451203895.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451203895.01.LZZZZZZZ.jpg,4 Blondes Candace Bushnell Signet Book
0553272535,Night,Elie Wiesel,1982.0,Bantam Books,http://images.amazon.com/images/P/0553272535.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553272535.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553272535.01.LZZZZZZZ.jpg,Night Elie Wiesel Bantam Books
039480001X,The Cat in the Hat,Dr. Seuss,1957.0,Random House Books for Young Readers,http://images.amazon.com/images/P/039480001X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/039480001X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/039480001X.01.LZZZZZZZ.jpg,The Cat in the Hat Dr. Seuss Random House Books for Young Readers
068484477X,STONES FROM THE RIVER,Ursula Hegi,1997.0,Touchstone,http://images.amazon.com/images/P/068484477X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/068484477X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/068484477X.01.LZZZZZZZ.jpg,STONES FROM THE RIVER Ursula Hegi Touchstone
0452283205,Falling Angels,Tracy Chevalier,2002.0,Plume Books,http://images.amazon.com/images/P/0452283205.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452283205.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452283205.01.LZZZZZZZ.jpg,Falling Angels Tracy Chevalier Plume Books
0553250531,The Valley of Horses,JEAN M. AUEL,1984.0,Bantam,http://images.amazon.com/images/P/0553250531.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553250531.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553250531.01.LZZZZZZZ.jpg,The Valley of Horses JEAN M. AUEL Bantam
0440213525,The Client,John Grisham,1994.0,Dell Publishing Company,http://images.amazon.com/images/P/0440213525.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440213525.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440213525.01.LZZZZZZZ.jpg,The Client John Grisham Dell Publishing Company
0451188462,Desperation,Stephen King,1997.0,Signet Book,http://images.amazon.com/images/P/0451188462.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0451188462.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0451188462.01.LZZZZZZZ.jpg,Desperation Stephen King Signet Book
0439136350,Harry Potter and the Prisoner of Azkaban (Book 3),J. K. Rowling,1999.0,Scholastic,http://images.amazon.com/images/P/0439136350.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0439136350.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0439136350.01.LZZZZZZZ.jpg,Harry Potter and the Prisoner of Azkaban (Book 3) J. K. Rowling Scholastic
0064400557,Charlotte's Web (Trophy Newbery),E. B. White,1974.0,HarperTrophy,http://images.amazon.com/images/P/0064400557.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0064400557.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0064400557.01.LZZZZZZZ.jpg,Charlotte's Web (Trophy Newbery) E. B. White HarperTrophy
0671867172,The Lottery Winner : Alvirah And Willy Stories,Mary Higgins Clark,1995.0,Pocket,http://images.amazon.com/images/P/0671867172.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671867172.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671867172.01.LZZZZZZZ.jpg,The Lottery Winner : Alvirah And Willy Stories Mary Higgins Clark Pocket
0316096199,Lucky : A Memoir,Alice Sebold,2002.0,Back Bay Books,http://images.amazon.com/images/P/0316096199.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316096199.01.LZZZZZZZ.jpg,Lucky : A Memoir Alice Sebold Back Bay Books
0440200989,Weep No More My Lady,Mary Higgins Clark,1993.0,Dell,http://images.amazon.com/images/P/0440200989.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440200989.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440200989.01.LZZZZZZZ.jpg,Weep No More My Lady Mary Higgins Clark Dell
0671568175,Let Me Call You Sweetheart,Mary Higgins Clark,1996.0,Pocket,http://images.amazon.com/images/P/0671568175.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0671568175.01.LZZZZZZZ.jpg,Let Me Call You Sweetheart Mary Higgins Clark Pocket
0449221504,K Is for Killer (Kinsey Millhone Mysteries (Paperback)),Sue Grafton,1999.0,Fawcett Books,http://images.amazon.com/images/P/0449221504.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0449221504.01.LZZZZZZZ.jpg,K Is for Killer (Kinsey Millhone Mysteries (Paperback)) Sue Grafton Fawcett Books
0446607193,Unspeakable,Sandra Brown,1999.0,Warner Books,http://images.amazon.com/images/P/0446607193.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446607193.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446607193.01.LZZZZZZZ.jpg,Unspeakable Sandra Brown Warner Books
0373484003,Irish Hearts,Nora Roberts,2000.0,Silhouette,http://images.amazon.com/images/P/0373484003.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0373484003.01.LZZZZZZZ.jpg,Irish Hearts Nora Roberts Silhouette
0767905385,Catch Me If You Can: The True Story of a Real Fake,Stan Redding,2000.0,Broadway,http://images.amazon.com/images/P/0767905385.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767905385.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767905385.01.LZZZZZZZ.jpg,Catch Me If You Can: The True Story of a Real Fake Stan Redding Broadway
0440211263,Circle of Friends,Maeve Binchy,1991.0,Dell,http://images.amazon.com/images/P/0440211263.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0440211263.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0440211263.01.LZZZZZZZ.jpg,Circle of Friends Maeve Binchy Dell
0553260111,The Bourne Identity,Robert Ludlum,1984.0,Bantam Books,http://images.amazon.com/images/P/0553260111.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553260111.01.LZZZZZZZ.jpg,The Bourne Identity Robert Ludlum Bantam Books
0767900383,Under the Tuscan Sun,Frances Mayes,1997.0,Broadway,http://images.amazon.com/images/P/0767900383.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0767900383.01.LZZZZZZZ.jpg,Under the Tuscan Sun Frances Mayes Broadway
0425116840,The Cardinal of the Kremlin (Jack Ryan Novels),Tom Clancy,1989.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425116840.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425116840.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425116840.01.LZZZZZZZ.jpg,The Cardinal of the Kremlin (Jack Ryan Novels) Tom Clancy Berkley Publishing Group
074343627X,Dreamcatcher,Stephen King,2001.0,Pocket,http://images.amazon.com/images/P/074343627X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/074343627X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/074343627X.01.LZZZZZZZ.jpg,Dreamcatcher Stephen King Pocket
067102423X,Bag of Bones,Stephen King,1999.0,Pocket,http://images.amazon.com/images/P/067102423X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067102423X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067102423X.01.LZZZZZZZ.jpg,Bag of Bones Stephen King Pocket
0553268880,The Prince of Tides,Pat Conroy,1987.0,Bantam Books,http://images.amazon.com/images/P/0553268880.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553268880.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553268880.01.LZZZZZZZ.jpg,The Prince of Tides Pat Conroy Bantam Books
0446611867,A Bend in the Road,Nicholas Sparks,2002.0,Warner Books,http://images.amazon.com/images/P/0446611867.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446611867.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446611867.01.LZZZZZZZ.jpg,A Bend in the Road Nicholas Sparks Warner Books
0553582755,One Door Away from Heaven,Dean R. Koontz,2002.0,Bantam Books,http://images.amazon.com/images/P/0553582755.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553582755.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553582755.01.LZZZZZZZ.jpg,One Door Away from Heaven Dean R. Koontz Bantam Books
0452268060,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction),Julia Alvarez,1992.0,Plume Books,http://images.amazon.com/images/P/0452268060.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0452268060.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0452268060.01.LZZZZZZZ.jpg,How the Garcia Girls Lost Their Accents (Plume Contemporary Fiction) Julia Alvarez Plume Books
044651652X,The Bridges of Madison County,Robert James Waller,1992.0,Warner Books,http://images.amazon.com/images/P/044651652X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/044651652X.01.LZZZZZZZ.jpg,The Bridges of Madison County Robert James Waller Warner Books
059030271X,Charlotte's Web,E. B. White,1974.0,Scholastic Paperbacks (T),http://images.amazon.com/images/P/059030271X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/059030271X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/059030271X.01.LZZZZZZZ.jpg,Charlotte's Web E. B. White Scholastic Paperbacks (T)
0156628708,Mrs Dalloway,Virginia Woolf,1990.0,Harvest Books,http://images.amazon.com/images/P/0156628708.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0156628708.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0156628708.01.LZZZZZZZ.jpg,Mrs Dalloway Virginia Woolf Harvest Books
0060199652,Prodigal Summer,Barbara Kingsolver,2000.0,HarperCollins,http://images.amazon.com/images/P/0060199652.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060199652.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060199652.01.LZZZZZZZ.jpg,Prodigal Summer Barbara Kingsolver HarperCollins
034541389X,Flesh and Blood,Jonathan Kellerman,2002.0,Ballantine Books,http://images.amazon.com/images/P/034541389X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/034541389X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/034541389X.01.LZZZZZZZ.jpg,Flesh and Blood Jonathan Kellerman Ballantine Books
0316284955,White Oleander : A Novel (Oprah's Book Club),Janet Fitch,2000.0,Back Bay Books,http://images.amazon.com/images/P/0316284955.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0316284955.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0316284955.01.LZZZZZZZ.jpg,White Oleander : A Novel (Oprah's Book Club) Janet Fitch Back Bay Books
0375501371,A Widow for One Year : A Novel,JOHN IRVING,1998.0,Random House,http://images.amazon.com/images/P/0375501371.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375501371.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375501371.01.LZZZZZZZ.jpg,A Widow for One Year : A Novel JOHN IRVING Random House
0060987529,Confessions of an Ugly Stepsister : A Novel,Gregory Maguire,2000.0,Regan Books,http://images.amazon.com/images/P/0060987529.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0060987529.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0060987529.01.LZZZZZZZ.jpg,Confessions of an Ugly Stepsister : A Novel Gregory Maguire Regan Books
0553277472,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values,ROBERT PIRSIG,1984.0,Bantam,http://images.amazon.com/images/P/0553277472.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553277472.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553277472.01.LZZZZZZZ.jpg,Zen and the Art of Motorcycle Maintenance: An Inquiry into Values ROBERT PIRSIG Bantam
0553560247,Dying for Chocolate (Culinary Mysteries (Paperback)),DIANE MOTT DAVIDSON,1993.0,Bantam,http://images.amazon.com/images/P/0553560247.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553560247.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553560247.01.LZZZZZZZ.jpg,Dying for Chocolate (Culinary Mysteries (Paperback)) DIANE MOTT DAVIDSON Bantam
051512608X,The Reef,Nora Roberts,1999.0,Jove Books,http://images.amazon.com/images/P/051512608X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/051512608X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/051512608X.01.LZZZZZZZ.jpg,The Reef Nora Roberts Jove Books
067088300X,The Girls' Guide to Hunting and Fishing,Melissa Bank,1999.0,Viking Books,http://images.amazon.com/images/P/067088300X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/067088300X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/067088300X.01.LZZZZZZZ.jpg,The Girls' Guide to Hunting and Fishing Melissa Bank Viking Books
0375727345,House of Sand and Fog,Andre Dubus III,2000.0,Vintage Books,http://images.amazon.com/images/P/0375727345.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375727345.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375727345.01.LZZZZZZZ.jpg,House of Sand and Fog Andre Dubus III Vintage Books
0446608890,Saving Faith,David Baldacci,2000.0,Warner Vision,http://images.amazon.com/images/P/0446608890.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0446608890.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0446608890.01.LZZZZZZZ.jpg,Saving Faith David Baldacci Warner Vision
0375703861,White Teeth: A Novel,Zadie Smith,2001.0,Vintage Books USA,http://images.amazon.com/images/P/0375703861.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375703861.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375703861.01.LZZZZZZZ.jpg,White Teeth: A Novel Zadie Smith Vintage Books USA
0425152251,Sophie's World: A Novel About the History of Philosophy,Jostein Gaarder,1996.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425152251.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425152251.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425152251.01.LZZZZZZZ.jpg,Sophie's World: A Novel About the History of Philosophy Jostein Gaarder Berkley Publishing Group
0312924585,Silence of the Lambs,Thomas Harris,1991.0,St. Martin's Press,http://images.amazon.com/images/P/0312924585.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312924585.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312924585.01.LZZZZZZZ.jpg,Silence of the Lambs Thomas Harris St. Martin's Press
0385479565,The Hot Zone,Richard Preston,1995.0,Anchor,http://images.amazon.com/images/P/0385479565.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0385479565.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0385479565.01.LZZZZZZZ.jpg,The Hot Zone Richard Preston Anchor
0312274920,Round Ireland With a Fridge,Tony Hawks,2001.0,St. Martin's Press,http://images.amazon.com/images/P/0312274920.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0312274920.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0312274920.01.LZZZZZZZ.jpg,Round Ireland With a Fridge Tony Hawks St. Martin's Press
0425162443,The Rapture of Canaan,Sheri Reynolds,1997.0,Berkley Publishing Group,http://images.amazon.com/images/P/0425162443.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0425162443.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0425162443.01.LZZZZZZZ.jpg,The Rapture of Canaan Sheri Reynolds Berkley Publishing Group
0515132020,Heaven and Earth (Three Sisters Island Trilogy),Nora Roberts,2003.0,Jove Books,http://images.amazon.com/images/P/0515132020.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515132020.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515132020.01.LZZZZZZZ.jpg,Heaven and Earth (Three Sisters Island Trilogy) Nora Roberts Jove Books
0515131229,Dance upon the Air (Three Sisters Island Trilogy),Nora Roberts,2003.0,Jove Books,http://images.amazon.com/images/P/0515131229.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0515131229.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0515131229.01.LZZZZZZZ.jpg,Dance upon the Air (Three Sisters Island Trilogy) Nora Roberts Jove Books
038079487X,What Looks Like Crazy On An Ordinary Day,Pearl Cleage,1998.0,Perennial,http://images.amazon.com/images/P/038079487X.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/038079487X.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/038079487X.01.LZZZZZZZ.jpg,What Looks Like Crazy On An Ordinary Day Pearl Cleage Perennial
0684872153,Angela's Ashes (MMP) : A Memoir,Frank McCourt,1999.0,Scribner,http://images.amazon.com/images/P/0684872153.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0684872153.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0684872153.01.LZZZZZZZ.jpg,Angela's Ashes (MMP) : A Memoir Frank McCourt Scribner
0786866586,Shopgirl : A Novella,Steve Martin,2000.0,Hyperion Press,http://images.amazon.com/images/P/0786866586.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0786866586.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0786866586.01.LZZZZZZZ.jpg,Shopgirl : A Novella Steve Martin Hyperion Press
0380977788,Coraline,Neil Gaiman,2002.0,HarperCollins,http://images.amazon.com/images/P/0380977788.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0380977788.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0380977788.01.LZZZZZZZ.jpg,Coraline Neil Gaiman HarperCollins
0441304834,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)),Laurell K. Hamilton,1995.0,Ace Books,http://images.amazon.com/images/P/0441304834.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0441304834.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0441304834.01.LZZZZZZZ.jpg,Guilty Pleasures (Anita Blake Vampire Hunter (Paperback)) Laurell K. Hamilton Ace Books
0553571818,Long After Midnight,IRIS JOHANSEN,1997.0,Bantam,http://images.amazon.com/images/P/0553571818.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0553571818.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0553571818.01.LZZZZZZZ.jpg,Long After Midnight IRIS JOHANSEN Bantam
0345391055,Disclosure,Michael Crichton,1994.0,Ballantine Books,http://images.amazon.com/images/P/0345391055.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0345391055.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0345391055.01.LZZZZZZZ.jpg,Disclosure Michael Crichton Ballantine Books
0375760911,The Idiot Girls' Action Adventure Club,Laurie Notaro,2002.0,Villard Books,http://images.amazon.com/images/P/0375760911.01.THUMBZZZ.jpg,http://images.amazon.com/images/P/0375760911.01.MZZZZZZZ.jpg,http://images.amazon.com/images/P/0375760911.01.LZZZZZZZ.jpg,The Idiot Girls' Action Adventure Club Laurie Notaro Villard Books
